"seed","file","fdr_col","threshold","target_pass","target_total","decoy_pass","decoy_total"
7,"tcell0pt3p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
7,"tcell10p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
7,"tcell1p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
7,"tcell30p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
7,"tcell3p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,7,132,0,0
7,"drep_tcell100p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,117,132,0,0
7,"tcell0pt3p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,26,132,0,0
7,"tcell10p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
7,"tcell1p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
7,"tcell30p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
7,"tcell3p_scored_target_seed7_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
8,"drep_tcell100p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
8,"tcell0pt3p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
8,"tcell10p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
8,"tcell1p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
8,"tcell30p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
8,"tcell3p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,2,132,0,0
8,"drep_tcell100p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,117,132,0,0
8,"tcell0pt3p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,29,132,0,0
8,"tcell10p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
8,"tcell1p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,20,132,0,0
8,"tcell30p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
8,"tcell3p_scored_target_seed8_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
9,"drep_tcell100p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
9,"tcell0pt3p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
9,"tcell10p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
9,"tcell1p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
9,"tcell30p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
9,"tcell3p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
9,"drep_tcell100p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
9,"tcell0pt3p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
9,"tcell10p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
9,"tcell1p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,22,132,0,0
9,"tcell30p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
9,"tcell3p_scored_target_seed9_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
10,"drep_tcell100p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
10,"tcell0pt3p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
10,"tcell10p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,21,132,0,0
10,"tcell1p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
10,"tcell30p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
10,"tcell3p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
10,"drep_tcell100p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
10,"tcell0pt3p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
10,"tcell10p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,68,132,0,0
10,"tcell1p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,9,132,0,0
10,"tcell30p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
10,"tcell3p_scored_target_seed10_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,47,132,0,0
11,"drep_tcell100p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
11,"tcell0pt3p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
11,"tcell10p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
11,"tcell1p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
11,"tcell30p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
11,"tcell3p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
11,"drep_tcell100p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
11,"tcell0pt3p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
11,"tcell10p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
11,"tcell1p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,22,132,0,0
11,"tcell30p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
11,"tcell3p_scored_target_seed11_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
12,"drep_tcell100p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
12,"tcell0pt3p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
12,"tcell10p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
12,"tcell1p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
12,"tcell30p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
12,"tcell3p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,10,132,0,0
12,"drep_tcell100p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
12,"tcell0pt3p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,32,132,0,0
12,"tcell10p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
12,"tcell1p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
12,"tcell30p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
12,"tcell3p_scored_target_seed12_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,56,132,0,0
13,"drep_tcell100p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
13,"tcell0pt3p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
13,"tcell10p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,30,132,0,0
13,"tcell1p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
13,"tcell30p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
13,"tcell3p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
13,"drep_tcell100p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
13,"tcell0pt3p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,36,132,0,0
13,"tcell10p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
13,"tcell1p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,23,132,0,0
13,"tcell30p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
13,"tcell3p_scored_target_seed13_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
14,"drep_tcell100p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
14,"tcell0pt3p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
14,"tcell10p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,25,132,0,0
14,"tcell1p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
14,"tcell30p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,57,132,0,0
14,"tcell3p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,3,132,0,0
14,"drep_tcell100p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
14,"tcell0pt3p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
14,"tcell10p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
14,"tcell1p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,14,132,0,0
14,"tcell30p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
14,"tcell3p_scored_target_seed14_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
15,"drep_tcell100p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
15,"tcell0pt3p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
15,"tcell10p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
15,"tcell1p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
15,"tcell30p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
15,"tcell3p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,9,132,0,0
15,"drep_tcell100p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
15,"tcell0pt3p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,32,132,0,0
15,"tcell10p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
15,"tcell1p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
15,"tcell30p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
15,"tcell3p_scored_target_seed15_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
16,"drep_tcell100p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
16,"tcell0pt3p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
16,"tcell10p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
16,"tcell1p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
16,"tcell30p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,52,132,0,0
16,"tcell3p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
16,"drep_tcell100p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
16,"tcell0pt3p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
16,"tcell10p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
16,"tcell1p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
16,"tcell30p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
16,"tcell3p_scored_target_seed16_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,52,132,0,0
17,"drep_tcell100p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
17,"tcell0pt3p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
17,"tcell10p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,30,132,0,0
17,"tcell1p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
17,"tcell30p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
17,"tcell3p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
17,"drep_tcell100p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
17,"tcell0pt3p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,36,132,0,0
17,"tcell10p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
17,"tcell1p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
17,"tcell30p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
17,"tcell3p_scored_target_seed17_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
18,"drep_tcell100p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
18,"tcell0pt3p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
18,"tcell10p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,26,132,0,0
18,"tcell1p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
18,"tcell30p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
18,"tcell3p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
18,"drep_tcell100p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
18,"tcell0pt3p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
18,"tcell10p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
18,"tcell1p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,23,132,0,0
18,"tcell30p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
18,"tcell3p_scored_target_seed18_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
19,"drep_tcell100p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
19,"tcell0pt3p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
19,"tcell10p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
19,"tcell1p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
19,"tcell30p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
19,"tcell3p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
19,"drep_tcell100p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
19,"tcell0pt3p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,38,132,0,0
19,"tcell10p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,68,132,0,0
19,"tcell1p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,14,132,0,0
19,"tcell30p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
19,"tcell3p_scored_target_seed19_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,47,132,0,0
20,"drep_tcell100p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
20,"tcell0pt3p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
20,"tcell10p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
20,"tcell1p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
20,"tcell30p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
20,"tcell3p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,7,132,0,0
20,"drep_tcell100p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
20,"tcell0pt3p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
20,"tcell10p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
20,"tcell1p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,11,132,0,0
20,"tcell30p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
20,"tcell3p_scored_target_seed20_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
21,"drep_tcell100p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
21,"tcell0pt3p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
21,"tcell10p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
21,"tcell1p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
